Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-04-09 00:00:00-04:00,61.47900460867615,62.00404506650549,60.6586295945186,60.798091888427734,2489783,0.0,0.0
2018-04-10 00:00:00-04:00,61.64309679182179,62.324009677059266,61.503630724381665,62.18454360961914,1900767,0.0,0.0
2018-04-11 00:00:00-04:00,61.63487922894276,61.83176894069359,61.00318891058367,61.077022552490234,1348080,0.0,0.0
2018-04-12 00:00:00-04:00,61.528237729494194,61.839982308519424,61.22469813615013,61.323143005371094,1588514,0.0,0.0
2018-04-13 00:00:00-04:00,61.823570220136666,62.205042182360664,60.839117881449276,61.28211975097656,2960015,0.0,0.0
2018-04-16 00:00:00-04:00,61.85638246162915,62.00404975094961,61.43799180855452,61.74153137207031,1711360,0.0,0.0
2018-04-17 00:00:00-04:00,62.192744203236,63.624301036451996,62.11070556581487,62.94749069213867,2516192,0.0,0.0
2018-04-18 00:00:00-04:00,63.357673748794106,63.817085584326975,62.894163160581094,63.283836364746094,1140867,0.0,0.0
2018-04-19 00:00:00-04:00,63.267449490163386,63.5381691797149,62.643960242449225,62.98031234741211,1299324,0.0,0.0
2018-04-20 00:00:00-04:00,63.12797471329402,63.242829561371806,62.488083021603565,62.9556999206543,1581463,0.0,0.0
2018-04-23 00:00:00-04:00,63.12796449128669,63.168981936250724,62.41423925843281,62.594722747802734,1354533,0.0,0.0
2018-04-24 00:00:00-04:00,62.89827247896204,63.110749460160136,59.280412080819815,59.92850875854492,2173108,0.0,0.0
2018-04-25 00:00:00-04:00,59.73981649183158,59.97444766898057,59.05890739160487,59.23118591308594,2098898,0.0,0.0
2018-04-26 00:00:00-04:00,59.43627959229312,59.65367805181083,58.82099542951513,59.28860855102539,3191965,0.0,0.0
2018-04-27 00:00:00-04:00,58.77997357784622,58.923538375844295,56.671602846872176,58.50104522705078,4411701,0.0,0.0
2018-04-30 00:00:00-04:00,58.779971190901655,58.99326713300256,57.6806640625,57.6806640625,1994097,0.0,0.0
2018-05-01 00:00:00-04:00,57.69707911438489,59.116328411094116,57.311500900030374,59.09992218017578,2360962,0.0,0.0
2018-05-02 00:00:00-04:00,59.067107872226984,59.36244247665357,58.414908750915835,58.6733283996582,2378050,0.0,0.0
2018-05-03 00:00:00-04:00,58.15649084667213,59.674185004953884,57.91037494502222,59.485496520996094,2268110,0.0,0.0
2018-05-04 00:00:00-04:00,59.05890936101357,60.207435369012195,58.88662709404925,60.125396728515625,1497813,0.0,0.0
2018-05-07 00:00:00-04:00,60.207434024177665,60.62582472380953,60.018745529224056,60.33049011230469,1573098,0.0,0.0
2018-05-08 00:00:00-04:00,60.33049583497719,60.929370100581224,60.174623528651544,60.9129638671875,1349394,0.0,0.0
2018-05-09 00:00:00-04:00,60.92114717030966,61.78254335492966,60.7078512400608,61.708709716796875,1495184,0.0,0.0
2018-05-10 00:00:00-04:00,61.9302159980524,62.05327207227105,61.61847518994445,61.97123718261719,1098922,0.0,0.0
2018-05-11 00:00:00-04:00,62.03686523437499,62.32399856456339,61.69230822993917,62.036865234375,1206233,0.0,0.0
2018-05-14 00:00:00-04:00,62.14351589424685,62.93927975676668,62.1106996944329,62.594722747802734,2094955,0.0,0.0
2018-05-15 00:00:00-04:00,62.36502237151263,62.57011709403714,61.946631680584616,62.553707122802734,1367200,0.0,0.0
2018-05-16 00:00:00-04:00,62.47987953912056,63.095159989880436,62.45526458135182,62.98851013183594,1180063,0.0,0.0
2018-05-17 00:00:00-04:00,62.93928784712854,63.57097453151495,62.67676943408581,63.45612716674805,1489926,0.0,0.0
2018-05-18 00:00:00-04:00,63.44792020642863,63.95655452427778,63.193603047504055,63.88271713256836,2448914,0.0,0.0
2018-05-21 00:00:00-04:00,64.1042075347585,64.4938881719447,63.4150936033475,63.669410705566406,1416434,0.0,0.0
2018-05-22 00:00:00-04:00,63.6694264069751,63.784273770882706,62.42245180020238,62.43885803222656,1858225,0.0,0.0
2018-05-23 00:00:00-04:00,62.135321260686005,62.586528189409925,61.70052056473329,62.49628829956055,1464951,0.0,0.0
2018-05-24 00:00:00-04:00,62.17603927446055,62.8411532617519,62.00360231479242,62.53733825683594,1744103,0.058577,0.0
2018-05-25 00:00:00-04:00,62.42237653931959,62.775462983110835,61.57661307776266,62.00360107421875,977032,0.0,0.0
2018-05-29 00:00:00-04:00,61.51913634680921,61.75726233789292,60.36955407779387,60.78011703491211,1805765,0.0,0.0
2018-05-30 00:00:00-04:00,60.78832646538007,61.313849868494806,60.64873214740323,60.919708251953125,1566167,0.0,0.0
2018-05-31 00:00:00-04:00,60.878648534750646,60.894250098305456,59.52378300259007,59.688011169433594,2721015,0.0,0.0
2018-06-01 00:00:00-04:00,60.2874449828069,60.98540543658102,59.96720487650247,60.60768508911133,1414044,0.0,0.0
2018-06-04 00:00:00-04:00,60.95255000457004,61.420596910582354,60.50092816112636,60.96897506713867,1912359,0.0,0.0
2018-06-05 00:00:00-04:00,61.14962315185865,61.36311527176167,60.771902869097296,61.01002883911133,1023757,0.0,0.0
